2015-01-09 15:58:11 - PHP Notice:  unserialize() [<a href='function.unserialize'>function.unserialize</a>]: Error at offset 0 of 1 bytes in D:\wamp\www\+2014\theme504\system\library\cart.php on line 23
2015-01-13 13:01:14 - PHP Warning:  mysqli::query() [<a href='mysqli.query'>mysqli.query</a>]: (21000/1242): Subquery returns more than 1 row in D:\wamp\www\+2014\theme504\system\library\db\mysqli.php on line 18
2015-01-13 13:01:14 - PHP Notice:  Error: Subquery returns more than 1 row<br />Error No: 1242<br />SELECT DISTINCT *, (SELECT GROUP_CONCAT(cd1.name ORDER BY level SEPARATOR '&nbsp;&nbsp;&gt;&nbsp;&nbsp;') FROM oc_category_path cp LEFT JOIN oc_category_description cd1 ON (cp.path_id = cd1.category_id AND cp.category_id != cp.path_id) WHERE cp.category_id = c.category_id AND cd1.language_id = '1' GROUP BY cp.category_id) AS path, (SELECT DISTINCT keyword FROM oc_url_alias WHERE query = 'category_id=37') AS keyword FROM oc_category c LEFT JOIN oc_category_description cd2 ON (c.category_id = cd2.category_id) WHERE c.category_id = '37' AND cd2.language_id = '1' in D:\wamp\www\+2014\theme504\system\library\db\mysqli.php on line 40
2015-01-13 13:01:14 - PHP Notice:  Trying to get property of non-object in D:\wamp\www\+2014\theme504\admin\model\catalog\category.php on line 213
2015-01-13 13:01:17 - PHP Warning:  mysqli::query() [<a href='mysqli.query'>mysqli.query</a>]: (21000/1242): Subquery returns more than 1 row in D:\wamp\www\+2014\theme504\system\library\db\mysqli.php on line 18
2015-01-13 13:01:17 - PHP Notice:  Error: Subquery returns more than 1 row<br />Error No: 1242<br />SELECT DISTINCT *, (SELECT GROUP_CONCAT(cd1.name ORDER BY level SEPARATOR '&nbsp;&nbsp;&gt;&nbsp;&nbsp;') FROM oc_category_path cp LEFT JOIN oc_category_description cd1 ON (cp.path_id = cd1.category_id AND cp.category_id != cp.path_id) WHERE cp.category_id = c.category_id AND cd1.language_id = '1' GROUP BY cp.category_id) AS path, (SELECT DISTINCT keyword FROM oc_url_alias WHERE query = 'category_id=38') AS keyword FROM oc_category c LEFT JOIN oc_category_description cd2 ON (c.category_id = cd2.category_id) WHERE c.category_id = '38' AND cd2.language_id = '1' in D:\wamp\www\+2014\theme504\system\library\db\mysqli.php on line 40
2015-01-13 13:01:17 - PHP Notice:  Trying to get property of non-object in D:\wamp\www\+2014\theme504\admin\model\catalog\category.php on line 213
2015-01-13 13:01:22 - PHP Warning:  mysqli::query() [<a href='mysqli.query'>mysqli.query</a>]: (21000/1242): Subquery returns more than 1 row in D:\wamp\www\+2014\theme504\system\library\db\mysqli.php on line 18
2015-01-13 13:01:22 - PHP Notice:  Error: Subquery returns more than 1 row<br />Error No: 1242<br />SELECT DISTINCT *, (SELECT GROUP_CONCAT(cd1.name ORDER BY level SEPARATOR '&nbsp;&nbsp;&gt;&nbsp;&nbsp;') FROM oc_category_path cp LEFT JOIN oc_category_description cd1 ON (cp.path_id = cd1.category_id AND cp.category_id != cp.path_id) WHERE cp.category_id = c.category_id AND cd1.language_id = '1' GROUP BY cp.category_id) AS path, (SELECT DISTINCT keyword FROM oc_url_alias WHERE query = 'category_id=39') AS keyword FROM oc_category c LEFT JOIN oc_category_description cd2 ON (c.category_id = cd2.category_id) WHERE c.category_id = '39' AND cd2.language_id = '1' in D:\wamp\www\+2014\theme504\system\library\db\mysqli.php on line 40
2015-01-13 13:01:22 - PHP Notice:  Trying to get property of non-object in D:\wamp\www\+2014\theme504\admin\model\catalog\category.php on line 213
2015-01-13 13:01:27 - PHP Warning:  mysqli::query() [<a href='mysqli.query'>mysqli.query</a>]: (21000/1242): Subquery returns more than 1 row in D:\wamp\www\+2014\theme504\system\library\db\mysqli.php on line 18
2015-01-13 13:01:27 - PHP Notice:  Error: Subquery returns more than 1 row<br />Error No: 1242<br />SELECT DISTINCT *, (SELECT GROUP_CONCAT(cd1.name ORDER BY level SEPARATOR '&nbsp;&nbsp;&gt;&nbsp;&nbsp;') FROM oc_category_path cp LEFT JOIN oc_category_description cd1 ON (cp.path_id = cd1.category_id AND cp.category_id != cp.path_id) WHERE cp.category_id = c.category_id AND cd1.language_id = '1' GROUP BY cp.category_id) AS path, (SELECT DISTINCT keyword FROM oc_url_alias WHERE query = 'category_id=40') AS keyword FROM oc_category c LEFT JOIN oc_category_description cd2 ON (c.category_id = cd2.category_id) WHERE c.category_id = '40' AND cd2.language_id = '1' in D:\wamp\www\+2014\theme504\system\library\db\mysqli.php on line 40
2015-01-13 13:01:27 - PHP Notice:  Trying to get property of non-object in D:\wamp\www\+2014\theme504\admin\model\catalog\category.php on line 213
2015-01-13 13:01:31 - PHP Warning:  mysqli::query() [<a href='mysqli.query'>mysqli.query</a>]: (21000/1242): Subquery returns more than 1 row in D:\wamp\www\+2014\theme504\system\library\db\mysqli.php on line 18
2015-01-13 13:01:31 - PHP Notice:  Error: Subquery returns more than 1 row<br />Error No: 1242<br />SELECT DISTINCT *, (SELECT GROUP_CONCAT(cd1.name ORDER BY level SEPARATOR '&nbsp;&nbsp;&gt;&nbsp;&nbsp;') FROM oc_category_path cp LEFT JOIN oc_category_description cd1 ON (cp.path_id = cd1.category_id AND cp.category_id != cp.path_id) WHERE cp.category_id = c.category_id AND cd1.language_id = '1' GROUP BY cp.category_id) AS path, (SELECT DISTINCT keyword FROM oc_url_alias WHERE query = 'category_id=41') AS keyword FROM oc_category c LEFT JOIN oc_category_description cd2 ON (c.category_id = cd2.category_id) WHERE c.category_id = '41' AND cd2.language_id = '1' in D:\wamp\www\+2014\theme504\system\library\db\mysqli.php on line 40
2015-01-13 13:01:31 - PHP Notice:  Trying to get property of non-object in D:\wamp\www\+2014\theme504\admin\model\catalog\category.php on line 213
2015-01-13 13:01:35 - PHP Warning:  mysqli::query() [<a href='mysqli.query'>mysqli.query</a>]: (21000/1242): Subquery returns more than 1 row in D:\wamp\www\+2014\theme504\system\library\db\mysqli.php on line 18
2015-01-13 13:01:35 - PHP Notice:  Error: Subquery returns more than 1 row<br />Error No: 1242<br />SELECT DISTINCT *, (SELECT GROUP_CONCAT(cd1.name ORDER BY level SEPARATOR '&nbsp;&nbsp;&gt;&nbsp;&nbsp;') FROM oc_category_path cp LEFT JOIN oc_category_description cd1 ON (cp.path_id = cd1.category_id AND cp.category_id != cp.path_id) WHERE cp.category_id = c.category_id AND cd1.language_id = '1' GROUP BY cp.category_id) AS path, (SELECT DISTINCT keyword FROM oc_url_alias WHERE query = 'category_id=42') AS keyword FROM oc_category c LEFT JOIN oc_category_description cd2 ON (c.category_id = cd2.category_id) WHERE c.category_id = '42' AND cd2.language_id = '1' in D:\wamp\www\+2014\theme504\system\library\db\mysqli.php on line 40
2015-01-13 13:01:35 - PHP Notice:  Trying to get property of non-object in D:\wamp\www\+2014\theme504\admin\model\catalog\category.php on line 213
2015-01-13 13:01:38 - PHP Warning:  mysqli::query() [<a href='mysqli.query'>mysqli.query</a>]: (21000/1242): Subquery returns more than 1 row in D:\wamp\www\+2014\theme504\system\library\db\mysqli.php on line 18
2015-01-13 13:01:38 - PHP Notice:  Error: Subquery returns more than 1 row<br />Error No: 1242<br />SELECT DISTINCT *, (SELECT GROUP_CONCAT(cd1.name ORDER BY level SEPARATOR '&nbsp;&nbsp;&gt;&nbsp;&nbsp;') FROM oc_category_path cp LEFT JOIN oc_category_description cd1 ON (cp.path_id = cd1.category_id AND cp.category_id != cp.path_id) WHERE cp.category_id = c.category_id AND cd1.language_id = '1' GROUP BY cp.category_id) AS path, (SELECT DISTINCT keyword FROM oc_url_alias WHERE query = 'category_id=43') AS keyword FROM oc_category c LEFT JOIN oc_category_description cd2 ON (c.category_id = cd2.category_id) WHERE c.category_id = '43' AND cd2.language_id = '1' in D:\wamp\www\+2014\theme504\system\library\db\mysqli.php on line 40
2015-01-13 13:01:38 - PHP Notice:  Trying to get property of non-object in D:\wamp\www\+2014\theme504\admin\model\catalog\category.php on line 213
2015-08-03 13:38:18 - PHP Notice:  Undefined index: description in /srv/httpd/shoppingdorelogio.homolog.lojavirtual.digital/shoppingdorelogio/public/system/modification/admin/controller/design/banner.php on line 388
2015-08-03 13:38:18 - PHP Notice:  Undefined index: description in /srv/httpd/shoppingdorelogio.homolog.lojavirtual.digital/shoppingdorelogio/public/system/modification/admin/controller/design/banner.php on line 388
2015-08-03 13:38:18 - PHP Notice:  Undefined index: description in /srv/httpd/shoppingdorelogio.homolog.lojavirtual.digital/shoppingdorelogio/public/system/modification/admin/controller/design/banner.php on line 388
2015-08-03 13:38:18 - PHP Notice:  Undefined index: description in /srv/httpd/shoppingdorelogio.homolog.lojavirtual.digital/shoppingdorelogio/public/system/modification/admin/controller/design/banner.php on line 388
2015-08-03 13:38:18 - PHP Notice:  Undefined index: description in /srv/httpd/shoppingdorelogio.homolog.lojavirtual.digital/shoppingdorelogio/public/system/modification/admin/controller/design/banner.php on line 388
2015-08-03 13:38:18 - PHP Notice:  Undefined index: description in /srv/httpd/shoppingdorelogio.homolog.lojavirtual.digital/shoppingdorelogio/public/system/modification/admin/controller/design/banner.php on line 388
2015-08-03 13:38:18 - PHP Notice:  Undefined index: description in /srv/httpd/shoppingdorelogio.homolog.lojavirtual.digital/shoppingdorelogio/public/system/modification/admin/controller/design/banner.php on line 388
2015-08-03 13:38:18 - PHP Notice:  Undefined index: description in /srv/httpd/shoppingdorelogio.homolog.lojavirtual.digital/shoppingdorelogio/public/system/modification/admin/controller/design/banner.php on line 388
2015-08-03 13:38:45 - PHP Notice:  Undefined index: description in /srv/httpd/shoppingdorelogio.homolog.lojavirtual.digital/shoppingdorelogio/public/system/modification/admin/controller/design/banner.php on line 388
2015-08-03 13:38:45 - PHP Notice:  Undefined index: description in /srv/httpd/shoppingdorelogio.homolog.lojavirtual.digital/shoppingdorelogio/public/system/modification/admin/controller/design/banner.php on line 388
2015-08-03 13:38:45 - PHP Notice:  Undefined index: description in /srv/httpd/shoppingdorelogio.homolog.lojavirtual.digital/shoppingdorelogio/public/system/modification/admin/controller/design/banner.php on line 388
2015-08-03 13:38:45 - PHP Notice:  Undefined index: description in /srv/httpd/shoppingdorelogio.homolog.lojavirtual.digital/shoppingdorelogio/public/system/modification/admin/controller/design/banner.php on line 388
2015-08-03 13:38:45 - PHP Notice:  Undefined index: description in /srv/httpd/shoppingdorelogio.homolog.lojavirtual.digital/shoppingdorelogio/public/system/modification/admin/controller/design/banner.php on line 388
